order_id,customer_id,seller_id,product_ids,product_category,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,shipping_limit_date,delivery_time_hours,price,freight_value,item_count,total_weight_kg,total_volume_l,customer_city,customer_state,customer_lat,customer_long,seller_city,seller_state,seller_lat,seller_long,distance_km,purchase_hour,purchase_weekday,purchase_month,is_promo,is_holiday,seller_median_delivery_days
O1002062,C12061,S0155,"P00185,P00581,P00751,P00224",beauty,19-02-2024 13.16,07-03-2024 0.24,05-03-2024 17.20,03-03-2024 13.16,49,538.05,76.75,4,16.259,29.319,Hyderabad,Telangana,17.330097,78.483527,Indore,Madhya Pradesh,22.416451,75.689678,636.52,13,0,2,0,0,4.08
O1002063,C12062,S0285,P00041,automotive,31-08-2024 0.55,01-10-2024 4.55,04-10-2024 10.57,29-09-2024 0.55,84,70.37,27.23,1,1.6,1.442,Indore,Madhya Pradesh,22.563828,76.034966,Thiruvananthapuram,Kerala,8.358582,76.953829,1582.6,0,5,8,0,0,1.93
O1002064,C12063,S0209,"P00121,P00776",beauty,03-11-2024 12.53,23-11-2024 8.21,28-11-2024 11.32,20-11-2024 12.53,67,103.57,70.79,2,2.227,14.427,Delhi,Delhi,28.600543,78.691032,Ahmedabad,Gujarat,23.472987,72.583228,834.85,12,6,11,0,0,5.71
O1002065,C12064,S0099,"P00644,P00028,P00030,P00271",beauty,29-09-2024 22.32,08-11-2024 12.22,14-11-2024 16.01,06-11-2024 22.32,105,525.14,137.21,4,21.121,82.62,Thiruvananthapuram,Kerala,8.173338,77.081113,Jaipur,Rajasthan,27.200714,75.433251,2122.85,22,6,9,0,0,1.99
O1002066,C12065,S0019,"P00688,P00627,P00641",home_decor,01-03-2024 17.15,18-03-2024 21.32,21-03-2024 22.57,16-03-2024 17.15,58,160.68,45.25,3,7.804,8.655,Bengaluru,Karnataka,13.376514,77.617096,Mumbai,Maharashtra,19.007457,72.717245,815.79,17,4,3,0,0,2.82
O1002067,C12066,S0089,P00291,toys,03-09-2024 8.09,05-10-2024 16.55,10-10-2024 1.37,03-10-2024 8.09,88,80.03,54.57,1,2.311,7.43,Chennai,Tamil Nadu,12.70444,80.073819,Jaipur,Rajasthan,26.783085,75.57099,1634.39,8,1,9,0,0,4.18
O1002068,C12067,S0100,"P00181,P00140,P00354,P00126",home_decor,04-11-2024 10.47,22-11-2024 15.08,22-11-2024 4.13,20-11-2024 10.47,53,270.24,59.9,4,8.85,21.512,Goa,Goa,14.641793,73.970368,Chennai,Tamil Nadu,12.961903,80.368309,715.64,10,0,11,1,0,4.53
O1002069,C12068,S0046,"P00055,P00296",automotive,01-01-2024 9.35,13-01-2024 20.16,15-01-2024 2.43,10-01-2024 9.35,46,177.1,22.22,2,3.942,9.08,Surat,Gujarat,20.78564,73.657188,Goa,Goa,15.723731,74.330493,567.33,9,0,1,0,0,1.97
O1002070,C12069,S0019,"P00274,P00554",home_decor,24-09-2024 7.29,01-10-2024 18.09,04-10-2024 16.35,29-09-2024 7.29,40,307.51,19.07,2,1.566,18.756,Surat,Gujarat,21.621655,72.620792,Mumbai,Maharashtra,19.007457,72.717245,290.86,7,1,9,1,0,2.82
O1002071,C12070,S0184,"P00473,P00651,P00676",automotive,08-07-2024 4.34,25-07-2024 5.23,28-07-2024 20.57,23-07-2024 4.34,59,157.12,133.9,3,14.002,46.646,Delhi,Delhi,28.305787,77.469132,Nagpur,Maharashtra,21.015516,78.991423,825.08,4,0,7,0,0,2.64
O1002072,C12071,S0026,"P00646,P00304,P00491",beauty,23-12-2024 2.48,01-01-2025 4.42,07-01-2025 10.06,30-12-2024 2.48,49,142.96,38.96,3,5.838,93.872,Thiruvananthapuram,Kerala,8.425003,77.183657,Mysore,Karnataka,11.974303,76.676327,398.55,2,0,12,0,0,2.97
O1002073,C12072,S0070,P00559,sports,07-08-2024 12.10,23-08-2024 6.11,22-08-2024 0.00,21-08-2024 12.10,47,106.67,20.7,1,1.261,1.674,Ahmedabad,Gujarat,23.901084,72.923918,Pune,Maharashtra,18.895634,73.97097,567.03,12,2,8,1,0,5.55
O1002074,C12073,S0044,"P00614,P00472,P00119,P00643",sports,03-09-2024 20.18,22-09-2024 15.48,22-09-2024 7.51,19-09-2024 20.18,55,217.73,54.27,4,6.171,26.921,Nagpur,Maharashtra,21.356503,79.710864,Delhi,Delhi,28.805097,77.275651,863.71,20,1,9,0,0,2.22
O1002075,C12074,S0295,"P00715,P00191,P00038,P00408",sports,28-06-2024 4.18,23-07-2024 14.55,28-07-2024 5.53,20-07-2024 4.18,76,484.08,63.91,4,10.519,20.032,Mysore,Karnataka,12.784549,76.325075,Ahmedabad,Gujarat,22.808993,72.609704,1181.82,4,4,6,1,0,3.64
O1002076,C12075,S0056,"P00424,P00470,P00680",books,22-12-2024 22.16,29-12-2024 18.28,02-01-2025 14.03,27-12-2024 22.16,40,239.88,94.08,3,12.024,89.453,Mysore,Karnataka,11.063674,76.867084,Bengaluru,Karnataka,13.191355,77.513017,246.79,22,6,12,0,0,2.63
O1002077,C12076,S0111,"P00613,P00163,P00582",automotive,20-02-2024 6.51,13-03-2024 4.11,16-03-2024 20.26,11-03-2024 6.51,68,423.61,70.17,3,18.258,95.731,Surat,Gujarat,20.367921,72.610199,Chennai,Tamil Nadu,13.227853,80.314072,1140.91,6,1,2,1,0,2.47
O1002078,C12077,S0245,"P00124,P00709",electronics,09-03-2024 1.29,25-03-2024 0.24,26-03-2024 9.31,23-03-2024 1.29,53,378.63,62.4,2,2.516,16.421,Jaipur,Rajasthan,27.249276,76.841667,Ahmedabad,Gujarat,22.990794,72.332788,655.83,1,5,3,0,0,3.42
O1002079,C12078,S0118,"P00786,P00425,P00676,P00212",fashion,01-09-2024 11.53,19-09-2024 17.30,23-09-2024 12.45,16-09-2024 11.53,61,278.75,85.16,4,11.315,32.78,Ahmedabad,Gujarat,23.468862,72.539351,Hyderabad,Telangana,17.424617,78.457828,911.82,11,6,9,0,0,3.13
O1002080,C12079,S0179,"P00054,P00147,P00244,P00210",automotive,12-02-2024 0.23,06-03-2024 20.05,15-03-2024 1.51,05-03-2024 0.23,80,984.3,44.94,4,4.844,12.855,Lucknow,Uttar Pradesh,26.60833,81.534719,Surat,Gujarat,21.126007,72.836477,1073.66,0,0,2,0,0,5.72
O1002081,C12080,S0216,"P00690,P00391,P00515",books,02-11-2024 8.00,14-11-2024 1.42,14-11-2024 13.26,11-11-2024 8.00,43,152.2,34.23,3,2.366,14.157,Goa,Goa,15.816046,74.767995,Mysore,Karnataka,12.209919,76.880631,461.21,8,5,11,0,0,4.41
O1002082,C12081,S0222,"P00274,P00591,P00371,P00612",beauty,28-07-2024 7.26,26-08-2024 8.55,30-08-2024 19.01,24-08-2024 7.26,82,210.98,89.91,4,23.977,30.004,Jaipur,Rajasthan,26.86228,75.821406,Kolkata,West Bengal,22.900423,88.559177,1357.49,7,6,7,0,0,3.93
O1002083,C12082,S0237,"P00300,P00349,P00494,P00163",automotive,06-04-2024 16.15,13-04-2024 11.23,14-04-2024 23.24,10-04-2024 16.15,36,484.04,63,4,6.759,9.653,Mumbai,Maharashtra,19.45014,72.135354,Pune,Maharashtra,18.626339,73.496218,169.86,16,5,4,0,0,3.44
O1002084,C12083,S0287,"P00107,P00444,P00122,P00218",books,29-12-2024 6.08,10-01-2025 17.02,15-01-2025 4.15,08-01-2025 6.08,52,203.04,41.04,4,9.479,30.591,Mumbai,Maharashtra,19.262876,73.705118,Hyderabad,Telangana,17.239399,78.357252,540.3,6,6,12,0,0,3.86
O1002085,C12084,S0263,"P00547,P00664,P00728,P00121",beauty,22-10-2024 17.41,22-11-2024 7.28,25-11-2024 20.34,19-11-2024 17.41,83,328.55,58.04,4,5.316,28.106,Thiruvananthapuram,Kerala,8.520135,77.71994,Nagpur,Maharashtra,21.234721,79.143797,1422.01,17,1,10,0,0,5.4
O1002086,C12085,S0209,"P00208,P00578",books,01-03-2024 2.30,10-04-2024 4.31,12-04-2024 14.42,07-04-2024 2.30,99,99.45,26.06,2,5.001,9.821,Thiruvananthapuram,Kerala,7.280652,78.150709,Ahmedabad,Gujarat,23.472987,72.583228,1896.1,2,4,3,0,0,5.71
O1002087,C12086,S0055,P00146,groceries,04-01-2024 23.31,20-01-2024 19.00,23-01-2024 12.22,18-01-2024 23.31,55,138.83,96.01,1,0.498,2.344,Nagpur,Maharashtra,20.40081,79.454154,Pune,Maharashtra,18.543865,73.722859,635.27,23,3,1,1,0,4.67
O1002088,C12087,S0223,"P00604,P00267,P00102,P00499",books,01-12-2024 2.05,01-01-2025 23.05,06-01-2025 13.53,30-12-2024 2.05,88,245.41,67.62,4,4.705,16.746,Pune,Maharashtra,19.187613,73.468288,Kolkata,West Bengal,22.898279,88.143744,1577.02,2,6,12,0,0,2.5
O1002089,C12088,S0043,"P00594,P00125,P00250,P00081",furniture,18-12-2024 7.26,30-12-2024 5.35,03-01-2025 3.57,28-12-2024 7.26,50,236.89,254.03,4,45.788,164.521,Bhopal,Madhya Pradesh,22.657596,77.202725,Jaipur,Rajasthan,26.507371,75.824591,450.17,7,2,12,0,0,2.08
O1002090,C12089,S0076,"P00456,P00475,P00288,P00710",automotive,28-07-2024 2.19,26-08-2024 12.51,31-08-2024 17.41,23-08-2024 2.19,84,544.46,82.84,4,9.343,12.736,Coimbatore,Tamil Nadu,9.764754,76.517586,Ahmedabad,Gujarat,23.43465,72.922468,1567.27,2,6,7,0,0,2.38
O1002091,C12090,S0041,"P00580,P00193",automotive,24-02-2024 11.05,06-03-2024 14.29,09-03-2024 20.27,04-03-2024 11.05,47,208.19,95.91,2,4.634,11.637,Chennai,Tamil Nadu,12.790697,80.637629,Coimbatore,Tamil Nadu,10.922414,77.17359,430.4,11,5,2,0,0,4.48
O1002092,C12091,S0292,"P00082,P00703,P00681",automotive,06-08-2024 5.18,12-08-2024 5.19,15-08-2024 17.03,10-08-2024 5.18,38,143.77,37.33,3,5.86,10.069,Mysore,Karnataka,11.120341,76.913948,Bengaluru,Karnataka,13.18761,77.747678,247.09,5,1,8,0,0,2.73
O1002093,C12092,S0253,"P00435,P00063",electronics,09-05-2024 6.11,08-06-2024 7.38,12-06-2024 23.13,06-06-2024 6.11,84,102.35,52.99,2,1.817,3.125,Jaipur,Rajasthan,26.616621,75.556601,Bengaluru,Karnataka,12.842896,77.780168,1549.03,6,3,5,1,0,3.14
O1002094,C12093,S0229,"P00367,P00670,P00770",beauty,01-10-2024 8.22,22-10-2024 19.16,25-10-2024 5.04,20-10-2024 8.22,65,157.81,80.84,3,16.628,103.854,Surat,Gujarat,20.909772,72.755623,Delhi,Delhi,28.732443,76.952664,967.25,8,1,10,0,0,3.44
O1002095,C12094,S0120,"P00056,P00232,P00343",books,16-10-2024 20.59,15-11-2024 4.48,20-11-2024 6.15,12-11-2024 20.59,84,470.31,27.86,3,2.229,5.763,Coimbatore,Tamil Nadu,10.295115,78.436121,Indore,Madhya Pradesh,22.968817,75.443022,1444.7,20,2,10,0,0,3.25
O1002096,C12095,S0224,P00165,groceries,09-11-2024 11.14,26-11-2024 12.10,29-11-2024 17.56,23-11-2024 11.14,58,50.9,35.31,1,1.003,1.31,Jaipur,Rajasthan,26.686364,75.394131,Surat,Gujarat,21.016205,72.706736,687.11,11,5,11,0,0,3.75
O1002097,C12096,S0197,P00155,beauty,14-12-2024 23.32,01-01-2025 6.06,03-01-2025 10.47,29-12-2024 23.32,56,255.96,28.71,1,1.225,0.49,Nagpur,Maharashtra,20.923198,79.547043,Ahmedabad,Gujarat,22.970692,72.53213,758.36,23,5,12,0,0,3.26
O1002098,C12097,S0007,P00420,toys,14-04-2024 10.48,18-05-2024 14.47,21-05-2024 12.11,15-05-2024 10.48,89,65.93,26.08,1,0.324,3.592,Surat,Gujarat,21.452003,72.697813,Kolkata,West Bengal,22.737109,88.119731,1594.59,10,6,4,1,0,5.63
O1002099,C12098,S0040,"P00519,P00252",home_decor,09-10-2024 8.36,25-10-2024 17.46,24-10-2024 17.31,23-10-2024 8.36,49,143.11,59.81,2,9.106,13.949,Goa,Goa,16.05406,74.709866,Coimbatore,Tamil Nadu,11.479732,76.582347,547.35,8,2,10,1,0,5.63
O1002100,C12099,S0260,"P00713,P00112,P00721",books,04-09-2024 11.34,15-09-2024 4.00,15-09-2024 9.13,13-09-2024 11.34,41,587.38,65.23,3,11.731,40.467,Hyderabad,Telangana,17.792825,78.584799,Nagpur,Maharashtra,21.486243,78.708365,410.89,11,2,9,0,0,2.81
O1002101,C12100,S0006,"P00124,P00561",electronics,08-07-2024 5.10,25-07-2024 14.25,27-07-2024 8.15,23-07-2024 5.10,56,385.78,53.39,2,2.605,9.241,Goa,Goa,16.627334,73.511421,Chennai,Tamil Nadu,12.962572,80.212361,827.52,5,0,7,0,0,1.75
O1002102,C12101,S0035,"P00709,P00521",automotive,11-10-2024 12.14,21-10-2024 7.43,23-10-2024 19.35,19-10-2024 12.14,43,175.38,45.79,2,6.709,19.04,Kanpur,Uttar Pradesh,26.18066,79.672492,Bhopal,Madhya Pradesh,23.302719,77.163452,408.15,12,4,10,0,0,3.17
O1002103,C12102,S0035,"P00674,P00523,P00064",fashion,09-05-2024 19.58,22-05-2024 4.10,25-05-2024 8.03,20-05-2024 19.58,49,142.29,37,3,4.679,34.116,Lucknow,Uttar Pradesh,26.774145,81.214321,Bhopal,Madhya Pradesh,23.302719,77.163452,561.65,19,3,5,0,0,3.17
O1002104,C12103,S0226,"P00204,P00254",furniture,22-10-2024 13.32,15-11-2024 11.45,20-11-2024 23.24,12-11-2024 13.32,75,99.39,81.17,2,14.836,34.238,Coimbatore,Tamil Nadu,10.881802,77.690947,Surat,Gujarat,21.254004,72.850387,1263.64,13,1,10,0,0,2.22
O1002105,C12104,S0051,"P00677,P00075",home_decor,27-12-2024 4.48,10-01-2025 14.10,13-01-2025 2.42,08-01-2025 4.48,52,285.06,43.17,2,4.652,8.987,Nagpur,Maharashtra,21.045647,79.637661,Lucknow,Uttar Pradesh,27.163903,80.698637,688.78,4,4,12,0,0,1.5
O1002106,C12105,S0155,"P00600,P00159,P00597",automotive,11-03-2024 4.20,07-04-2024 6.15,10-04-2024 7.13,04-04-2024 4.20,76,309.77,76.28,3,12.352,66.055,Kolkata,West Bengal,22.433372,88.395619,Indore,Madhya Pradesh,22.416451,75.689678,1305.61,4,0,3,0,0,4.08
O1002107,C12106,S0160,"P00151,P00610,P00475,P00554",books,27-04-2024 16.58,22-05-2024 21.48,27-05-2024 4.31,20-05-2024 16.58,75,1134.27,54.85,4,4.532,27.744,Vadodara,Gujarat,21.468543,72.737851,Coimbatore,Tamil Nadu,11.238541,77.036924,1226.23,16,5,4,0,0,3.19
O1002108,C12107,S0190,"P00205,P00380,P00588",beauty,24-12-2024 23.34,12-01-2025 6.20,15-01-2025 16.05,08-01-2025 23.34,61,369.17,68.17,3,7.564,18.079,Hyderabad,Telangana,17.513343,78.525378,Ahmedabad,Gujarat,23.317808,72.847418,875.35,23,1,12,1,0,2.36
O1002109,C12108,S0041,"P00456,P00370",electronics,21-02-2024 11.54,12-03-2024 19.14,14-03-2024 4.55,10-03-2024 11.54,61,449.73,81.86,2,6.849,7.941,Pune,Maharashtra,18.358394,74.084122,Coimbatore,Tamil Nadu,10.922414,77.17359,891.04,11,2,2,0,0,4.48
O1002110,C12109,S0011,"P00099,P00588,P00130",beauty,17-09-2024 22.47,03-10-2024 10.15,06-10-2024 3.29,01-10-2024 22.47,54,290.65,85.48,3,7.518,16.91,Nagpur,Maharashtra,20.745623,79.408767,Surat,Gujarat,21.002356,72.769258,690.36,22,1,9,0,0,2.9
O1002111,C12110,S0164,P00434,furniture,22-06-2024 18.39,10-07-2024 12.02,11-07-2024 7.10,06-07-2024 18.39,55,84.47,28.15,1,2.874,98.22,Goa,Goa,16.475385,74.704319,Ahmedabad,Gujarat,22.960944,72.61523,753.54,18,5,6,0,0,2.48
O1002112,C12111,S0266,P00374,toys,10-11-2024 20.08,18-11-2024 0.59,21-11-2024 18.18,16-11-2024 20.08,41,50.18,78.7,1,0.934,3.786,Delhi,Delhi,29.090093,76.350266,Jaipur,Rajasthan,27.098918,76.123518,222.52,20,6,11,0,0,4
O1002113,C12112,S0119,"P00307,P00280",electronics,23-03-2024 23.37,04-04-2024 4.56,07-04-2024 14.46,31-03-2024 23.37,48,121.85,23.96,2,1.916,7.934,Nagpur,Maharashtra,21.568169,77.968121,Surat,Gujarat,21.027631,72.852386,533.37,23,5,3,0,0,2.11
O1002114,C12113,S0202,"P00637,P00155,P00584",beauty,21-11-2024 14.16,16-12-2024 17.38,19-12-2024 13.52,13-12-2024 14.16,72,362.34,42.48,3,3.136,7.475,Mumbai,Maharashtra,18.903225,73.39222,Delhi,Delhi,28.914231,77.142013,1176.37,14,3,11,0,0,3.25
O1002115,C12114,S0009,P00461,furniture,16-02-2024 10.29,26-02-2024 19.46,28-02-2024 4.22,24-02-2024 10.29,42,52.47,45.49,1,8.094,161.652,Chennai,Tamil Nadu,12.699812,80.079409,Bengaluru,Karnataka,12.879472,77.806024,247.32,10,4,2,0,0,5.53
O1002116,C12115,S0233,"P00389,P00444",fashion,29-08-2024 5.00,05-09-2024 10.07,06-09-2024 6.00,02-09-2024 5.00,36,103.36,50.46,2,6.887,17.09,Indore,Madhya Pradesh,22.160636,76.156743,Bhopal,Madhya Pradesh,23.240122,77.526288,184.78,5,3,8,0,0,4.11
O1002117,C12116,S0288,"P00304,P00038,P00019,P00708",beauty,10-08-2024 4.43,10-09-2024 8.20,15-09-2024 20.03,07-09-2024 4.43,88,320.02,117.95,4,26.527,17.515,Bengaluru,Karnataka,14.036522,77.453793,Delhi,Delhi,28.544262,77.334887,1613.23,4,5,8,0,0,2.26
O1002118,C12117,S0169,P00048,beauty,02-02-2024 1.47,02-03-2024 15.07,07-03-2024 5.48,01-03-2024 1.47,83,49.25,25.91,1,0.336,4.984,Jaipur,Rajasthan,27.091041,75.484449,Bengaluru,Karnataka,13.02036,77.481784,1578.34,1,4,2,0,0,1.62
O1002119,C12118,S0219,"P00580,P00725,P00227",home_decor,23-04-2024 20.39,27-05-2024 15.50,01-06-2024 2.37,24-05-2024 20.39,91,265.85,71.77,3,4.404,29.606,Coimbatore,Tamil Nadu,11.18478,75.845284,Kanpur,Uttar Pradesh,26.505699,80.776439,1780.27,20,1,4,0,0,1.72
O1002120,C12119,S0191,P00328,toys,10-02-2024 6.18,19-02-2024 19.33,22-02-2024 3.39,18-02-2024 6.18,43,186.49,53.29,1,1.74,3.73,Indore,Madhya Pradesh,22.212648,76.505936,Ahmedabad,Gujarat,22.912439,72.437075,424.98,6,5,2,0,0,2.46
O1002121,C12120,S0211,"P00540,P00177",automotive,20-01-2024 12.39,05-02-2024 19.35,06-02-2024 19.34,03-02-2024 12.39,53,154.86,57.48,2,5.292,18.661,Nagpur,Maharashtra,20.401504,79.13182,Kanpur,Uttar Pradesh,26.620583,80.281363,701.38,12,5,1,0,0,4.48
O1002122,C12121,S0213,"P00223,P00145",toys,24-07-2024 15.20,11-08-2024 22.44,16-08-2024 4.21,09-08-2024 15.20,62,184.85,35.41,2,4.121,14.427,Indore,Madhya Pradesh,22.40589,74.696732,Goa,Goa,15.5777,74.426904,759.79,15,2,7,0,0,5.07
O1002123,C12122,S0129,"P00526,P00708,P00551",furniture,01-12-2024 21.53,28-12-2024 15.26,31-12-2024 8.58,26-12-2024 21.53,75,169.19,137.23,3,40.639,170.592,Thiruvananthapuram,Kerala,9.240916,77.31369,Mumbai,Maharashtra,19.003278,72.866311,1186.46,21,6,12,0,0,5.44
O1002124,C12123,S0188,"P00267,P00658,P00275,P00683",home_decor,26-05-2024 0.43,03-06-2024 23.28,04-06-2024 21.14,02-06-2024 0.43,39,589.57,40.78,4,8.496,16.745,Indore,Madhya Pradesh,23.124179,75.580203,Vadodara,Gujarat,22.062047,72.888325,300.52,0,6,5,0,0,2.76
O1002125,C12124,S0070,P00663,electronics,30-01-2024 13.27,16-02-2024 8.43,17-02-2024 10.00,13-02-2024 13.27,54,100.22,106.68,1,2.466,4.83,Hyderabad,Telangana,17.158806,79.152402,Pune,Maharashtra,18.895634,73.97097,580.87,13,1,1,0,0,5.55
O1002126,C12125,S0185,P00784,home_decor,23-11-2024 19.36,26-12-2024 17.27,03-01-2025 8.42,24-12-2024 19.36,95,49.32,138.07,1,2.449,12.492,Kanpur,Uttar Pradesh,26.755528,79.97454,Coimbatore,Tamil Nadu,11.121367,76.84106,1769.14,19,5,11,0,0,2.03
O1002127,C12126,S0264,"P00202,P00443,P00177,P00105",books,12-08-2024 15.43,16-08-2024 16.38,17-08-2024 5.52,13-08-2024 15.43,29,216.6,71.04,4,6.799,12.928,Mumbai,Maharashtra,20.175016,72.782518,Mumbai,Maharashtra,19.205656,72.587729,109.7,15,0,8,1,0,1.79
O1002128,C12127,S0120,"P00129,P00285",books,13-04-2024 20.37,14-05-2024 4.03,19-05-2024 20.08,11-05-2024 20.37,87,106.95,24.48,2,2.076,8.774,Thiruvananthapuram,Kerala,9.338316,76.934842,Indore,Madhya Pradesh,22.968817,75.443022,1523.95,20,5,4,0,0,3.25
O1002129,C12128,S0179,"P00788,P00724,P00518,P00009",groceries,26-05-2024 14.30,06-06-2024 21.39,08-06-2024 8.09,04-06-2024 14.30,44,534.29,38.52,4,3.88,24.549,Pune,Maharashtra,18.747815,74.325214,Surat,Gujarat,21.126007,72.836477,306.83,14,6,5,0,0,5.72
O1002130,C12129,S0184,"P00443,P00317,P00225,P00105",toys,18-01-2024 14.58,28-01-2024 13.49,30-01-2024 9.43,26-01-2024 14.58,42,317.95,45.89,4,6.06,15.897,Indore,Madhya Pradesh,23.016301,75.537635,Nagpur,Maharashtra,21.015516,78.991423,419.8,14,3,1,0,0,2.64
O1002131,C12130,S0136,"P00650,P00383",automotive,18-09-2024 12.26,15-10-2024 11.49,21-10-2024 1.55,12-10-2024 12.26,80,545.5,106.73,2,4.524,11.381,Thiruvananthapuram,Kerala,8.47655,76.047934,Surat,Gujarat,21.310262,72.952613,1465.1,12,2,9,0,0,1.5
O1002132,C12131,S0276,"P00196,P00363,P00553",automotive,23-12-2024 2.34,09-01-2025 12.51,14-01-2025 23.23,08-01-2025 2.34,63,165.83,52.82,3,6.814,24.479,Ahmedabad,Gujarat,23.300704,72.82309,Delhi,Delhi,28.698597,77.45695,757.92,2,0,12,0,0,5.26
O1002133,C12132,S0072,"P00210,P00217",automotive,10-11-2024 21.46,20-11-2024 16.11,24-11-2024 16.49,17-11-2024 21.46,46,103.42,87.01,2,2.328,1.396,Hyderabad,Telangana,17.583976,78.684195,Bengaluru,Karnataka,12.948692,77.842163,523.27,21,6,11,0,0,1.95
O1002134,C12133,S0187,P00475,books,11-12-2024 21.02,23-01-2025 16.21,29-01-2025 16.47,21-01-2025 21.02,110,49.82,44.71,1,0.914,1.012,Delhi,Delhi,28.549737,76.768105,Thiruvananthapuram,Kerala,8.472625,76.602883,2232.54,21,2,12,0,0,3.2
O1002135,C12134,S0083,"P00358,P00320",books,03-07-2024 13.20,16-07-2024 6.27,17-07-2024 20.37,13-07-2024 13.20,47,167.82,57.79,2,2.149,6.372,Ahmedabad,Gujarat,23.2756,71.849011,Bhopal,Madhya Pradesh,23.153848,77.254025,552.48,13,2,7,0,0,4.24
O1002136,C12135,S0060,"P00461,P00662,P00323",fashion,01-12-2024 19.53,21-12-2024 21.51,28-12-2024 17.17,19-12-2024 19.53,70,153.88,63.18,3,14.509,165.834,Mumbai,Maharashtra,18.353691,72.632376,Bengaluru,Karnataka,12.792149,77.176596,786.84,19,6,12,0,0,5.62
O1002137,C12136,S0292,"P00740,P00055,P00515,P00707",sports,21-03-2024 15.50,25-03-2024 2.36,26-03-2024 10.52,22-03-2024 15.50,30,255.01,23.43,4,2.88,27.093,Bengaluru,Karnataka,13.013342,77.868022,Bengaluru,Karnataka,13.18761,77.747678,23.35,15,3,3,0,0,2.73
O1002138,C12137,S0202,"P00426,P00063,P00546",books,21-05-2024 13.08,09-06-2024 15.37,11-06-2024 3.25,06-06-2024 13.08,59,187.3,81.51,3,1.834,12.985,Nagpur,Maharashtra,21.440083,79.140326,Delhi,Delhi,28.914231,77.142013,855.01,13,1,5,0,0,3.25
O1002139,C12138,S0142,"P00205,P00713",automotive,29-06-2024 13.32,12-07-2024 6.40,14-07-2024 19.10,10-07-2024 13.32,49,191.97,62.96,2,11.752,39.329,Nagpur,Maharashtra,21.311268,78.532338,Hyderabad,Telangana,17.426538,78.650397,432.14,13,5,6,0,0,4.56
O1002140,C12139,S0182,"P00372,P00780,P00075",automotive,26-07-2024 1.15,14-08-2024 5.03,19-08-2024 22.44,12-08-2024 1.15,66,513.42,95.17,3,13.007,154.566,Mysore,Karnataka,11.597739,76.666811,Pune,Maharashtra,18.699439,73.983734,840.47,1,4,7,0,0,4.87
O1002141,C12140,S0298,"P00538,P00477",sports,12-04-2024 0.22,24-04-2024 15.38,25-04-2024 5.16,22-04-2024 0.22,45,826.59,41.83,2,4.115,5.24,Thiruvananthapuram,Kerala,8.721452,76.586887,Mysore,Karnataka,12.360959,76.478326,404.87,0,4,4,0,0,3.79
O1002142,C12141,S0211,"P00236,P00512,P00559",fashion,08-01-2024 12.10,10-02-2024 15.45,16-02-2024 6.35,07-02-2024 12.10,92,352.77,142.7,3,26.796,99.482,Bengaluru,Karnataka,12.956954,77.244329,Kanpur,Uttar Pradesh,26.620583,80.281363,1551.98,12,0,1,0,0,4.48
O1002143,C12142,S0200,P00157,toys,16-02-2024 10.44,25-02-2024 15.50,29-02-2024 15.52,23-02-2024 10.44,45,49.39,100.2,1,1.541,4.536,Goa,Goa,15.508032,73.860356,Mumbai,Maharashtra,18.868019,72.933014,386.38,10,4,2,1,0,2.73
O1002144,C12143,S0034,"P00774,P00800,P00298",beauty,25-05-2024 10.38,06-06-2024 22.19,07-06-2024 9.56,03-06-2024 10.38,45,201.65,136.4,3,16.119,134.239,Goa,Goa,14.918155,73.458772,Pune,Maharashtra,18.615048,73.842134,413.1,10,5,5,1,0,3.85
O1002145,C12144,S0004,"P00276,P00444,P00143",books,25-10-2024 1.10,23-11-2024 1.46,28-11-2024 12.52,20-11-2024 1.10,84,145.08,73.91,3,8.43,20.659,Coimbatore,Tamil Nadu,11.532069,76.317457,Ahmedabad,Gujarat,22.840895,72.288939,1328.02,1,4,10,0,0,4.92
O1002146,C12145,S0037,"P00615,P00251,P00467,P00767",beauty,26-06-2024 13.50,31-07-2024 7.44,05-08-2024 17.32,28-07-2024 13.50,94,214.05,45.01,4,10.306,13.378,Jaipur,Rajasthan,27.756229,75.517712,Bengaluru,Karnataka,12.696066,77.407035,1686.08,13,2,6,0,0,3.42
O1002147,C12146,S0032,P00172,toys,25-04-2024 3.05,08-05-2024 15.05,10-05-2024 4.55,05-05-2024 3.05,48,100.9,32.52,1,3.4,4.972,Indore,Madhya Pradesh,22.420986,75.809895,Jaipur,Rajasthan,26.859469,76.331334,496.34,3,3,4,0,0,4.81
O1002148,C12147,S0181,P00336,toys,09-04-2024 16.49,27-04-2024 17.38,28-04-2024 8.55,25-04-2024 16.49,55,176.52,41.55,1,0.906,6.592,Vadodara,Gujarat,22.162456,73.518785,Goa,Goa,15.579171,74.308927,736.73,16,1,4,0,0,4
O1002149,C12148,S0107,"P00054,P00147",beauty,25-07-2024 20.46,31-07-2024 9.59,01-08-2024 19.58,28-07-2024 20.46,34,918.04,47.67,2,1.419,5.703,Mysore,Karnataka,12.9756,76.812049,Mysore,Karnataka,12.200269,76.569895,90.13,20,3,7,0,0,4.42
